SERVIÇO;OPERADORA;ESTADO;TEMA;ALTERNATIVAS;CALCULO;2015;2016
SCM;Total Brasil;RO;Facilidade de entendimento dos planos e serviços contratados;0.Péssimo;Percentual;4,712000;5,140993
SCM;Total Brasil;RO;Facilidade de entendimento dos planos e serviços contratados;Nota 1;Percentual;1,047000;1,097091
SCM;Total Brasil;RO;Facilidade de entendimento dos planos e serviços contratados;Nota 2;Percentual;1,047000;2,697916
SCM;Total Brasil;RO;Facilidade de entendimento dos planos e serviços contratados;Nota 3;Percentual;3,141000;4,637258
SCM;Total Brasil;RO;Facilidade de entendimento dos planos e serviços contratados;Nota 4;Percentual;6,021000;5,702493
SCM;Total Brasil;RO;Facilidade de entendimento dos planos e serviços contratados;Nota 5;Percentual;17,016000;13,636967
SCM;Total Brasil;RO;Facilidade de entendimento dos planos e serviços contratados;Nota 6;Percentual;9,686000;13,075466
SCM;Total Brasil;RO;Facilidade de entendimento dos planos e serviços contratados;Nota 7;Percentual;16,230000;12,085828
SCM;Total Brasil;RO;Facilidade de entendimento dos planos e serviços contratados;Nota 8;Percentual;18,586000;18,246179
SCM;Total Brasil;RO;Facilidade de entendimento dos planos e serviços contratados;Nota 9;Percentual;7,853000;9,738317
SCM;Total Brasil;RO;Facilidade de entendimento dos planos e serviços contratados;10.Excelente;Percentual;14,660000;13,597033
SCM;Total Brasil;RO;Facilidade de entendimento dos planos e serviços contratados;99. NS/ NR;Percentual;0,000000;0,344460
SCM;Total Brasil;RO;Indicador de Oferta e Contratação;Oferta e Contratação;Média Indicadores;6,307592;6,288131
SCM;Total Brasil;RO;Indicador de Oferta e Contratação;;Amostra não ponderada;382,000000;627,000000
SCM;Total Brasil;RO;A operadora cumpre o que promete e divulga em sua publicidade;Média;Média Ponderada;6,015748;6,108761
SCM;Total Brasil;RO;A operadora cumpre o que promete e divulga em sua publicidade;;Amostra não ponderada;382,000000;627,000000
SCM;Total Brasil;RO;A operadora cumpre o que promete e divulga em sua publicidade;0.Péssimo;Percentual;9,424000;9,216749
SCM;Total Brasil;RO;A operadora cumpre o que promete e divulga em sua publicidade;Nota 1;Percentual;1,047000;1,160800
SCM;Total Brasil;RO;A operadora cumpre o que promete e divulga em sua publicidade;Nota 2;Percentual;3,403000;3,667587
SCM;Total Brasil;RO;A operadora cumpre o que promete e divulga em sua publicidade;Nota 3;Percentual;4,188000;4,483927
SCM;Total Brasil;RO;A operadora cumpre o que promete e divulga em sua publicidade;Nota 4;Percentual;4,712000;5,363977
SCM;Total Brasil;RO;A operadora cumpre o que promete e divulga em sua publicidade;Nota 5;Percentual;14,398000;14,835566
SCM;Total Brasil;RO;A operadora cumpre o que promete e divulga em sua publicidade;Nota 6;Percentual;10,995000;8,852323
SCM;Total Brasil;RO;A operadora cumpre o que promete e divulga em sua publicidade;Nota 7;Percentual;17,539000;12,742894
SCM;Total Brasil;RO;A operadora cumpre o que promete e divulga em sua publicidade;Nota 8;Percentual;17,801000;19,580277
SCM;Total Brasil;RO;A operadora cumpre o que promete e divulga em sua publicidade;Nota 9;Percentual;4,712000;6,001076
SCM;Total Brasil;RO;A operadora cumpre o que promete e divulga em sua publicidade;10.Excelente;Percentual;11,518000;13,935549
SCM;Total Brasil;RO;A operadora cumpre o que promete e divulga em sua publicidade;99. NS/ NR;Percentual;0,262000;0,159275
SCM;Total Brasil;RO;Conseguir acessar sempre que preciso;Média;Média Ponderada;6,465969;6,767479
SCM;Total Brasil;RO;Conseguir acessar sempre que preciso;;Amostra não ponderada;382,000000;627,000000
SCM;Total Brasil;RO;Conseguir acessar sempre que preciso;0.Péssimo;Percentual;4,188000;4,955807
SCM;Total Brasil;RO;Conseguir acessar sempre que preciso;Nota 1;Percentual;2,094000;0,159275
SCM;Total Brasil;RO;Conseguir acessar sempre que preciso;Nota 2;Percentual;2,094000;3,137941
SCM;Total Brasil;RO;Conseguir acessar sempre que preciso;Nota 3;Percentual;5,236000;2,634206
SCM;Total Brasil;RO;Conseguir acessar sempre que preciso;Nota 4;Percentual;5,497000;5,925478
SCM;Total Brasil;RO;Conseguir acessar sempre que preciso;Nota 5;Percentual;14,921000;13,266596
SCM;Total Brasil;RO;Conseguir acessar sempre que preciso;Nota 6;Percentual;8,377000;7,404828
SCM;Total Brasil;RO;Conseguir acessar sempre que preciso;Nota 7;Percentual;15,707000;14,714090
SCM;Total Brasil;RO;Conseguir acessar sempre que preciso;Nota 8;Percentual;20,681000;20,179576
SCM;Total Brasil;RO;Conseguir acessar sempre que preciso;Nota 9;Percentual;9,686000;12,711039
SCM;Total Brasil;RO;Conseguir acessar sempre que preciso;10.Excelente;Percentual;11,518000;14,911164
SCM;Total Brasil;RO;Conseguir acessar sempre que preciso;99. NS/ NR;Percentual;0,000000;0,000000
SCM;Total Brasil;RO;Indicador de Funcionamento;Funcionamento;Média Indicadores;6,006108;6,259829
SCM;Total Brasil;RO;Indicador de Funcionamento;;Amostra não ponderada;382,000000;627,000000
SCM;Total Brasil;RO;Capacidade de manter a conexão sem quedas;Média;Média Ponderada;5,840314;6,145492
SCM;Total Brasil;RO;Capacidade de manter a conexão sem quedas;;Amostra não ponderada;382,000000;627,000000
SCM;Total Brasil;RO;Capacidade de manter a conexão sem quedas;0.Péssimo;Percentual;8,377000;7,372973
SCM;Total Brasil;RO;Capacidade de manter a conexão sem quedas;Nota 1;Percentual;2,880000;0,752630
SCM;Total Brasil;RO;Capacidade de manter a conexão sem quedas;Nota 2;Percentual;4,188000;4,171322
SCM;Total Brasil;RO;Capacidade de manter a conexão sem quedas;Nota 3;Percentual;6,021000;4,802476
SCM;Total Brasil;RO;Capacidade de manter a conexão sem quedas;Nota 4;Percentual;4,974000;7,590013
SCM;Total Brasil;RO;Capacidade de manter a conexão sem quedas;Nota 5;Percentual;15,969000;14,427396
SCM;Total Brasil;RO;Capacidade de manter a conexão sem quedas;Nota 6;Percentual;8,115000;9,381968
SCM;Total Brasil;RO;Capacidade de manter a conexão sem quedas;Nota 7;Percentual;15,969000;12,239159
SCM;Total Brasil;RO;Capacidade de manter a conexão sem quedas;Nota 8;Percentual;17,277000;16,946071
SCM;Total Brasil;RO;Capacidade de manter a conexão sem quedas;Nota 9;Percentual;6,021000;12,022119
SCM;Total Brasil;RO;Capacidade de manter a conexão sem quedas;10.Excelente;Percentual;10,209000;10,262018
SCM;Total Brasil;RO;Capacidade de manter a conexão sem quedas;99. NS/ NR;Percentual;0,000000;0,031855
SCM;Total Brasil;RO;Velocidade de navegação;Média;Média Ponderada;5,713911;5,862747
SCM;Total Brasil;RO;Velocidade de navegação;;Amostra não ponderada;382,000000;627,000000
SCM;Total Brasil;RO;Velocidade de navegação;0.Péssimo;Percentual;7,853000;6,116607
SCM;Total Brasil;RO;Velocidade de navegação;Nota 1;Percentual;3,665000;2,289746
SCM;Total Brasil;RO;Velocidade de navegação;Nota 2;Percentual;4,450000;6,990713
SCM;Total Brasil;RO;Velocidade de navegação;Nota 3;Percentual;5,236000;5,395832
SCM;Total Brasil;RO;Velocidade de navegação;Nota 4;Percentual;7,853000;6,684052
SCM;Total Brasil;RO;Velocidade de navegação;Nota 5;Percentual;15,445000;15,900802
SCM;Total Brasil;RO;Velocidade de navegação;Nota 6;Percentual;8,639000;8,820468
SCM;Total Brasil;RO;Velocidade de navegação;Nota 7;Percentual;16,230000;15,556342
SCM;Total Brasil;RO;Velocidade de navegação;Nota 8;Percentual;14,921000;13,157008
SCM;Total Brasil;RO;Velocidade de navegação;Nota 9;Percentual;6,283000;8,693048
SCM;Total Brasil;RO;Velocidade de navegação;10.Excelente;Percentual;9,162000;9,987212
SCM;Total Brasil;RO;Velocidade de navegação;99. NS/ NR;Percentual;0,262000;0,408170
SCM;Total Brasil;RO;Cobrança dos valores na conta de acordo com o contratado;Média;Média Ponderada;6,468254;6,784866
SCM;Total Brasil;RO;Cobrança dos valores na conta de acordo com o contratado;;Amostra não ponderada;382,000000;627,000000
SCM;Total Brasil;RO;Cobrança dos valores na conta de acordo com o contratado;0.Péssimo;Percentual;8,639000;6,863294
SCM;Total Brasil;RO;Cobrança dos valores na conta de acordo com o contratado;Nota 1;Percentual;0,785000;0,408170
SCM;Total Brasil;RO;Cobrança dos valores na conta de acordo com o contratado;Nota 2;Percentual;3,141000;6,640309
SCM;Total Brasil;RO;Cobrança dos valores na conta de acordo com o contratado;Nota 3;Percentual;3,665000;1,568971
SCM;Total Brasil;RO;Cobrança dos valores na conta de acordo com o contratado;Nota 4;Percentual;3,927000;3,948337
SCM;Total Brasil;RO;Cobrança dos valores na conta de acordo com o contratado;Nota 5;Percentual;13,351000;10,128655
SCM;Total Brasil;RO;Cobrança dos valores na conta de acordo com o contratado;Nota 6;Percentual;6,545000;6,524778
SCM;Total Brasil;RO;Cobrança dos valores na conta de acordo com o contratado;Nota 7;Percentual;11,518000;12,609530
SCM;Total Brasil;RO;Cobrança dos valores na conta de acordo com o contratado;Nota 8;Percentual;21,990000;17,200910
SCM;Total Brasil;RO;Cobrança dos valores na conta de acordo com o contratado;Nota 9;Percentual;10,209000;10,019067
SCM;Total Brasil;RO;Cobrança dos valores na conta de acordo com o contratado;10.Excelente;Percentual;15,183000;23,335350
SCM;Total Brasil;RO;Cobrança dos valores na conta de acordo com o contratado;99. NS/ NR;Percentual;1,047000;0,752630
SCM;Total Brasil;RO;Indicador de Cobrança;Cobrança;Média Indicadores;6,817105;7,018543
SCM;Total Brasil;RO;Indicador de Cobrança;;Amostra não ponderada;380,000000;626,000000
SCM;Total Brasil;RO;Clareza das informações na conta;Média;Média Ponderada;7,158730;7,246391
SCM;Total Brasil;RO;Clareza das informações na conta;;Amostra não ponderada;382,000000;627,000000
SCM;Total Brasil;RO;Clareza das informações na conta;0.Péssimo;Percentual;3,665000;4,324652
SCM;Total Brasil;RO;Clareza das informações na conta;Nota 1;Percentual;0,524000;1,754156
SCM;Total Brasil;RO;Clareza das informações na conta;Nota 2;Percentual;2,094000;2,506786
SCM;Total Brasil;RO;Clareza das informações na conta;Nota 3;Percentual;2,094000;1,817866
SCM;Total Brasil;RO;Clareza das informações na conta;Nota 4;Percentual;3,141000;4,637258
SCM;Total Brasil;RO;Clareza das informações na conta;Nota 5;Percentual;13,874000;7,341118
SCM;Total Brasil;RO;Clareza das informações na conta;Nota 6;Percentual;8,377000;7,494448
SCM;Total Brasil;RO;Clareza das informações na conta;Nota 7;Percentual;11,780000;12,699151
SCM;Total Brasil;RO;Clareza das informações na conta;Nota 8;Percentual;19,895000;18,807680
SCM;Total Brasil;RO;Clareza das informações na conta;Nota 9;Percentual;11,518000;11,677658
SCM;Total Brasil;RO;Clareza das informações na conta;10.Excelente;Percentual;21,990000;26,339927
SCM;Total Brasil;RO;Clareza das informações na conta;99. NS/ NR;Percentual;1,047000;0,599300
SCM;Total Brasil;RO;Contato sobre cobrança;;Amostra não ponderada;382,000000;627,000000
SCM;Total Brasil;RO;Contato sobre cobrança;1.Sim;Percentual;54,188000;49,355052
SCM;Total Brasil;RO;Contato sobre cobrança;2.Não;Percentual;45,812000;50,644948
SCM;Total Brasil;RO;Resolução do problema de cobrança;Média;Média Ponderada;5,637681;5,396410
SCM;Total Brasil;RO;Resolução do problema de cobrança;;Amostra não ponderada;207,000000;254,000000
SCM;Total Brasil;RO;Resolução do problema de cobrança;0.Péssimo;Percentual;11,111000;18,093497
SCM;Total Brasil;RO;Resolução do problema de cobrança;Nota 1;Percentual;2,899000;0,000000
SCM;Total Brasil;RO;Resolução do problema de cobrança;Nota 2;Percentual;4,831000;4,950003
SCM;Total Brasil;RO;Resolução do problema de cobrança;Nota 3;Percentual;4,348000;6,474934
SCM;Total Brasil;RO;Resolução do problema de cobrança;Nota 4;Percentual;6,280000;3,812327
SCM;Total Brasil;RO;Resolução do problema de cobrança;Nota 5;Percentual;14,976000;9,020499
SCM;Total Brasil;RO;Resolução do problema de cobrança;Nota 6;Percentual;10,145000;8,762330
SCM;Total Brasil;RO;Resolução do problema de cobrança;Nota 7;Percentual;13,527000;11,812191
SCM;Total Brasil;RO;Resolução do problema de cobrança;Nota 8;Percentual;14,976000;20,586564
SCM;Total Brasil;RO;Resolução do problema de cobrança;Nota 9;Percentual;6,280000;8,140993
SCM;Total Brasil;RO;Resolução do problema de cobrança;10.Excelente;Percentual;10,628000;6,886275
SCM;Total Brasil;RO;Resolução do problema de cobrança;99. NS/ NR;Percentual;0,000000;1,460388
SCM;Total Brasil;RO;Indicador de Capacidade de Resolução;Capacidade de resolução;Média Indicadores;5,774000;5,618388
SCM;Total Brasil;RO;Indicador de Capacidade de Resolução;;Amostra não ponderada;250,000000;364,000000
SCM;Total Brasil;RO;Contato para alterar plano ou condição comercial;;Amostra não ponderada;382,000000;627,000000
SCM;Total Brasil;RO;Contato para alterar plano ou condição comercial;1.Sim;Percentual;41,623000;36,169999
SCM;Total Brasil;RO;Contato para alterar plano ou condição comercial;2.Não;Percentual;58,377000;63,830001
SCM;Total Brasil;RO;Resolução da alteração de plano ou condição comercial;Média;Média Ponderada;5,582279;5,654491
SCM;Total Brasil;RO;Resolução da alteração de plano ou condição comercial;;Amostra não ponderada;159,000000;213,000000
SCM;Total Brasil;RO;Resolução da alteração de plano ou condição comercial;0.Péssimo;Percentual;12,579000;18,022764
SCM;Total Brasil;RO;Resolução da alteração de plano ou condição comercial;Nota 1;Percentual;3,774000;1,040407
SCM;Total Brasil;RO;Resolução da alteração de plano ou condição comercial;Nota 2;Percentual;5,031000;4,937824
SCM;Total Brasil;RO;Resolução da alteração de plano ou condição comercial;Nota 3;Percentual;3,774000;3,033151
SCM;Total Brasil;RO;Resolução da alteração de plano ou condição comercial;Nota 4;Percentual;6,918000;1,992744
SCM;Total Brasil;RO;Resolução da alteração de plano ou condição comercial;Nota 5;Percentual;12,579000;9,539802
SCM;Total Brasil;RO;Resolução da alteração de plano ou condição comercial;Nota 6;Percentual;7,547000;6,418582
SCM;Total Brasil;RO;Resolução da alteração de plano ou condição comercial;Nota 7;Percentual;12,579000;14,053710
SCM;Total Brasil;RO;Resolução da alteração de plano ou condição comercial;Nota 8;Percentual;18,868000;22,288895
SCM;Total Brasil;RO;Resolução da alteração de plano ou condição comercial;Nota 9;Percentual;2,516000;7,635129
SCM;Total Brasil;RO;Resolução da alteração de plano ou condição comercial;10.Excelente;Percentual;13,208000;9,996586
SCM;Total Brasil;RO;Resolução da alteração de plano ou condição comercial;99. NS/ NR;Percentual;0,629000;1,040407
SCM;Total Brasil;RO;Contato sobre instalação;;Amostra não ponderada;382,000000;627,000000
SCM;Total Brasil;RO;Contato sobre instalação;1.Sim;Percentual;15,969000;11,026537
SCM;Total Brasil;RO;Contato sobre instalação;2.Não;Percentual;84,031000;88,973463
SCM;Total Brasil;RO;Tempo de espera entre a solicitação de instalação e a visita do técnico;Média;Média Ponderada;6,770492;6,621788
SCM;Total Brasil;RO;Tempo de espera entre a solicitação de instalação e a visita do técnico;;Amostra não ponderada;61,000000;91,000000
SCM;Total Brasil;RO;Tempo de espera entre a solicitação de instalação e a visita do técnico;0.Péssimo;Percentual;9,836000;13,073468
SCM;Total Brasil;RO;Tempo de espera entre a solicitação de instalação e a visita do técnico;Nota 1;Percentual;0,000000;3,412814
SCM;Total Brasil;RO;Tempo de espera entre a solicitação de instalação e a visita do técnico;Nota 2;Percentual;4,918000;6,247841
SCM;Total Brasil;RO;Tempo de espera entre a solicitação de instalação e a visita do técnico;Nota 3;Percentual;3,279000;0,000000
SCM;Total Brasil;RO;Tempo de espera entre a solicitação de instalação e a visita do técnico;Nota 4;Percentual;0,000000;3,701707
SCM;Total Brasil;RO;Tempo de espera entre a solicitação de instalação e a visita do técnico;Nota 5;Percentual;13,115000;3,990601
SCM;Total Brasil;RO;Tempo de espera entre a solicitação de instalação e a visita do técnico;Nota 6;Percentual;6,557000;2,311147
SCM;Total Brasil;RO;Tempo de espera entre a solicitação de instalação e a visita do técnico;Nota 7;Percentual;9,836000;1,444467
SCM;Total Brasil;RO;Tempo de espera entre a solicitação de instalação e a visita do técnico;Nota 8;Percentual;14,754000;21,632456
SCM;Total Brasil;RO;Tempo de espera entre a solicitação de instalação e a visita do técnico;Nota 9;Percentual;11,475000;16,829082
SCM;Total Brasil;RO;Tempo de espera entre a solicitação de instalação e a visita do técnico;10.Excelente;Percentual;26,230000;24,232497
SCM;Total Brasil;RO;Tempo de espera entre a solicitação de instalação e a visita do técnico;99. NS/ NR;Percentual;0,000000;3,123920
SCM;Total Brasil;RO;Indicador de Reparo e Instalação;Reparo e Instalação;Média Indicadores;6,528455;6,907085
SCM;Total Brasil;RO;Indicador de Reparo e Instalação;;Amostra não ponderada;246,000000;384,000000
SCM;Total Brasil;RO;Cumprimento do prazo para instalação acordado;Média;Média Ponderada;6,819672;7,364738
SCM;Total Brasil;RO;Cumprimento do prazo para instalação acordado;;Amostra não ponderada;61,000000;91,000000
SCM;Total Brasil;RO;Cumprimento do prazo para instalação acordado;0.Péssimo;Percentual;8,197000;9,949548
SCM;Total Brasil;RO;Cumprimento do prazo para instalação acordado;Nota 1;Percentual;3,279000;3,123920
SCM;Total Brasil;RO;Cumprimento do prazo para instalação acordado;Nota 2;Percentual;3,279000;3,123920
SCM;Total Brasil;RO;Cumprimento do prazo para instalação acordado;Nota 3;Percentual;4,918000;0,000000
SCM;Total Brasil;RO;Cumprimento do prazo para instalação acordado;Nota 4;Percentual;3,279000;0,000000
